Id,0,1,2,3,4,5,6,7,8,Category
333,78,0,82,-2,-40,0,4,123,120,5
334,39,1,77,2,38,0,38,38,0,1
335,43,1,77,0,42,0,34,35,2,1
336,107,-2,108,-2,70,-28,1,38,38,5
337,55,-1,81,-6,54,-8,26,27,0,1
338,41,0,106,0,38,-28,64,67,2,1
339,58,-4,85,0,56,0,28,28,0,1
340,37,0,76,0,34,13,39,42,4,1
341,42,-1,78,0,42,0,36,37,2,1
342,42,5,82,0,42,0,40,41,0,1
343,53,0,103,-1,52,-17,50,51,2,1
344,42,2,75,0,42,0,33,34,0,1
345,37,4,106,0,18,0,68,88,20,1
346,49,-1,81,0,50,5,33,32,0,1
347,46,0,77,5,46,0,31,30,0,1
348,56,4,95,0,44,26,40,51,12,4
349,41,1,107,0,38,-7,66,68,2,1
350,56,0,77,0,10,5,22,67,46,4
351,37,0,76,-2,26,1,39,50,12,1
352,44,-4,77,0,44,4,34,34,0,1
353,49,-2,83,0,50,0,34,34,0,1
354,56,0,78,0,12,19,22,65,42,4
355,52,2,81,0,52,0,29,29,0,1
356,37,0,77,0,2,-11,40,75,34,1
357,55,0,82,0,-24,-16,26,108,82,4
358,37,0,83,0,6,-5,47,78,32,1
359,55,0,95,0,46,27,40,49,8,4
360,46,4,77,0,44,-21,32,34,2,1
361,51,1,81,0,52,12,29,29,0,1
362,37,0,106,0,28,-9,69,78,8,1
363,54,3,83,-3,54,0,29,29,0,1
364,102,0,103,0,72,24,1,31,30,5
365,62,0,109,0,62,23,48,47,0,1
366,55,0,93,0,50,25,37,44,6,4
367,44,0,82,1,44,1,38,38,0,1
368,45,4,87,-1,44,0,42,43,2,1
369,45,0,81,0,44,-3,36,37,2,1
370,56,0,77,0,20,-28,22,57,36,4
371,37,-1,76,-3,20,-7,39,55,16,1
372,56,0,79,0,12,11,23,66,42,4
373,45,0,88,2,44,0,44,44,0,1
374,44,0,87,-5,44,0,43,43,0,1
375,37,-3,77,0,38,8,39,38,0,1
376,37,0,77,1,20,0,40,56,16,1
377,37,-15,78,0,10,0,42,68,26,1
378,56,1,80,0,56,1,24,23,0,1
379,47,-4,86,0,46,0,39,39,0,1
380,49,-4,107,-1,50,0,58,58,0,1
381,57,0,82,0,56,0,25,25,0,1
382,41,1,108,0,42,10,66,66,0,1
383,37,0,79,0,10,13,42,68,26,1
384,62,-2,108,0,60,0,45,48,2,1
385,43,0,86,0,44,21,43,42,0,1
386,55,0,87,-1,56,18,32,30,0,1
387,47,-1,86,-2,46,0,39,39,0,1
388,45,-4,81,1,44,-21,36,37,2,1
389,57,0,88,-1,56,0,31,31,0,1
390,37,0,76,0,30,-23,40,45,6,1
391,41,-1,100,0,42,0,59,59,0,1
392,49,-1,79,0,50,1,30,30,0,1
393,37,0,104,-2,16,-14,67,89,22,1
394,55,0,92,0,30,-7,37,61,24,4
395,107,-2,108,-1,70,-23,1,38,38,5
396,55,0,98,-3,50,18,42,49,6,4
397,56,3,85,0,56,23,29,28,0,1
398,44,2,83,0,44,9,39,39,0,1
399,49,-1,86,0,50,4,37,37,0,1
400,37,0,78,0,8,21,41,70,30,1
401,106,0,107,-5,70,0,1,37,36,5
402,37,0,78,0,12,-9,41,65,24,1
403,43,0,102,0,44,15,59,58,0,1
404,56,0,92,0,56,0,36,35,0,1
405,42,0,79,6,42,0,36,37,2,1
406,37,0,93,-7,12,0,55,80,24,1
407,66,0,109,0,68,4,43,42,0,1
408,39,0,79,-1,38,-2,41,41,0,1
409,37,0,79,3,8,0,42,71,30,1
410,84,1,87,0,-4,0,3,92,88,5
411,51,-4,86,0,52,17,35,34,0,1
412,52,-3,84,0,52,0,31,32,0,1
413,49,0,95,0,46,-6,47,49,2,1
414,37,0,95,0,18,22,58,77,20,1
415,50,-3,81,0,50,0,31,32,2,1
416,44,0,81,2,42,-12,37,39,2,1
417,37,0,76,0,20,-20,40,55,16,1
418,45,0,82,0,44,-11,37,38,2,1
419,37,0,78,0,2,-24,42,75,34,1
420,43,0,81,-7,42,0,38,40,2,1
421,41,-1,81,0,42,0,39,39,0,1
422,55,0,82,0,-38,-6,26,121,94,4
423,45,-1,88,0,44,0,44,44,0,1
424,37,0,106,0,34,-12,69,72,4,1
425,45,0,79,0,46,5,34,33,0,1
426,37,0,79,0,10,224,42,69,26,1
427,76,0,81,8,-40,9,5,122,116,5
428,44,-1,85,0,44,3,41,41,0,1
429,43,-1,76,0,44,19,32,32,0,1
430,56,-2,97,2,42,-16,41,56,14,4
431,56,2,88,0,54,-5,32,33,2,1
432,48,0,81,-4,46,0,32,34,2,1
433,55,1,77,0,54,0,23,23,0,1
434,37,2,97,0,34,-2,60,64,4,1
435,55,0,78,-1,0,-3,23,78,56,4
436,56,0,96,4,34,0,40,62,22,4
437,44,0,86,0,42,-19,42,44,2,1
438,55,-4,96,0,50,0,41,47,6,4
439,37,0,78,0,-2,4,42,81,40,1
440,49,1,95,-3,50,0,46,46,0,1
441,37,0,95,1,10,0,58,84,26,1
442,44,0,99,-1,42,-16,56,58,2,1
443,107,-4,108,0,70,0,1,38,36,5
444,37,0,77,0,26,-7,41,52,10,1
445,56,0,86,1,56,0,31,30,0,1
446,56,0,76,0,-12,-19,20,89,68,4
447,42,0,80,-7,42,0,38,39,0,1
448,37,0,76,0,36,3,39,39,0,1
449,80,1,84,0,-28,0,4,112,108,5
450,45,3,79,0,44,-2,34,35,2,1
451,43,0,89,5,42,0,46,48,2,1
452,44,1,86,0,44,4,43,42,0,1
453,50,-1,86,0,50,-1,36,37,0,1
454,51,-1,86,0,50,-6,36,37,2,1
455,45,-1,78,-6,46,14,33,32,0,1
456,46,0,86,0,46,4,41,40,0,1
457,37,0,83,0,30,-23,46,52,6,1
458,42,5,84,1,42,0,42,43,0,1
459,56,0,89,0,56,0,33,32,0,1
460,37,0,79,-5,26,0,43,54,10,1
461,42,-1,88,0,42,0,45,46,2,1
462,37,0,75,0,20,5,38,54,16,1
463,37,0,96,0,18,-29,59,78,18,1
464,85,0,89,0,6,26,4,84,80,5
465,56,0,96,-2,52,-1,40,44,4,4
466,53,0,84,0,54,11,32,30,0,1
467,56,0,79,-1,6,-3,23,74,50,4
468,37,0,81,0,24,-18,44,57,14,1
469,37,0,77,5,26,0,40,51,10,1
470,41,0,76,0,42,25,35,35,0,1
471,41,-5,88,0,42,10,47,46,0,1
472,45,-4,107,0,44,-19,62,63,2,1
473,56,0,107,0,56,26,51,50,0,1
474,49,1,106,0,46,-3,58,60,2,1
475,45,1,86,-3,44,0,40,42,2,1
476,50,-2,81,-6,50,-8,32,32,0,1
477,48,-2,95,0,46,-3,47,49,2,1
478,56,0,97,-2,52,1,41,45,4,4
479,56,0,93,2,46,0,37,46,10,4
480,37,0,83,-1,18,0,47,65,18,1
481,41,0,82,0,38,-21,41,43,2,1
482,55,0,77,1,-18,8,21,95,74,4
483,62,0,109,0,62,11,48,47,0,1
484,56,0,97,0,52,21,41,46,4,4
485,43,-2,77,0,42,-16,34,36,2,1
486,50,0,110,1,50,0,60,61,2,1
487,37,0,77,0,34,-2,40,44,4,1
488,48,-4,79,0,46,0,31,33,2,1
489,37,0,77,0,0,-10,40,77,36,1
490,49,1,78,0,50,14,29,29,0,1
491,55,1,81,0,54,0,27,27,0,1
492,58,3,81,-5,56,0,24,24,0,1
493,37,0,81,5,34,1,43,47,4,1
494,46,-2,93,3,46,5,47,46,0,1
495,41,-3,78,0,42,12,37,37,0,1
496,46,5,86,0,46,7,40,39,0,1
497,56,0,96,0,54,14,40,42,2,1
498,42,-3,99,0,42,0,57,58,2,1
499,45,-3,85,-1,44,0,41,41,0,1
500,41,0,81,0,42,17,40,39,0,1
501,46,0,88,0,44,-26,42,44,2,1
502,80,-4,84,0,-14,0,4,99,96,5
503,85,0,88,1,-2,0,3,91,88,5
504,37,0,75,0,26,23,38,49,12,1
505,56,-1,96,0,54,3,40,42,2,1
506,55,0,78,0,6,-31,23,73,50,4
507,55,-1,79,-6,20,-20,24,59,34,4
508,41,2,86,5,42,10,45,45,0,1
509,37,0,77,0,26,-2,41,52,10,1
510,83,0,86,0,-6,-21,3,94,90,5
511,56,1,77,0,16,-1,22,62,40,4
512,41,-2,81,0,42,6,40,39,0,1
513,55,0,78,0,24,-24,23,55,32,4
514,44,-3,86,0,44,0,42,42,0,1
515,44,2,84,0,44,15,40,40,0,1
516,44,0,76,1,44,8,32,32,0,1
517,37,0,77,0,28,511,40,48,8,1
518,37,0,81,0,24,-5,44,57,14,1
519,44,3,76,0,44,12,32,32,0,1
520,37,0,77,-1,34,2,40,43,4,1
521,37,0,79,0,36,-8,42,43,2,1
522,54,-1,82,0,54,0,28,28,0,1
523,49,0,95,2,50,1,46,46,0,1
524,37,0,76,0,28,24,39,48,8,1
525,44,1,86,0,44,22,42,42,0,1
526,45,0,77,0,44,-14,32,34,2,1
527,42,-2,85,0,42,0,43,44,0,1
528,51,0,83,0,52,9,32,32,0,1
529,37,0,78,-4,28,0,41,50,8,1
530,42,0,78,-3,42,0,37,37,0,1
531,55,0,96,1,42,-5,41,55,14,4
532,47,0,76,7,46,0,30,30,0,1
533,57,0,82,5,56,0,25,25,0,1
534,56,0,95,0,54,1,39,41,2,1
535,55,0,82,0,-12,-13,26,95,68,4
536,56,5,80,0,-2,4,24,83,58,4
537,105,0,106,-3,72,8,1,34,34,5
538,56,0,82,0,56,27,26,25,0,1
539,45,0,77,0,46,31,31,30,0,1
540,57,0,81,3,56,0,24,24,0,1
541,59,0,86,0,60,3,28,27,0,1
542,55,1,96,4,50,0,41,47,6,4
543,37,0,81,0,20,6,44,60,16,1
544,43,0,77,-7,42,0,34,36,2,1
545,51,5,102,0,52,9,51,50,0,1
546,37,0,95,-2,18,-10,58,77,18,1
547,56,0,77,0,-10,5,21,87,66,4
548,37,0,81,0,38,9,43,42,0,1
549,58,0,88,5,56,0,30,31,2,1
550,37,0,106,0,24,-2,69,83,14,1
551,43,-2,81,0,42,-10,37,39,2,1
552,42,4,86,0,42,0,43,44,2,1
553,43,-1,83,0,42,-3,40,42,2,1
554,43,1,102,0,42,0,60,61,2,1
555,56,0,90,0,54,-16,34,35,2,1
556,44,0,86,-2,42,-30,42,44,2,1
557,43,0,86,2,42,-1,43,45,2,1
558,55,0,77,-4,28,-12,21,48,28,4
559,37,0,106,7,36,0,69,70,2,1
560,64,0,113,0,62,-12,48,51,2,1
561,44,3,81,0,42,-13,37,39,2,1
562,37,0,79,-4,36,-5,41,43,2,1
563,37,0,78,0,10,20,41,68,26,1
564,45,0,86,6,44,-12,41,42,2,1
565,41,0,83,0,42,9,41,41,0,1
566,49,0,82,0,50,11,33,33,0,1
567,76,2,81,1,-40,11,5,122,118,5
568,53,0,86,1,52,-14,33,35,2,1
569,37,0,76,-1,30,0,39,45,6,1
570,55,4,86,0,54,0,30,32,2,1
571,50,3,77,5,50,0,27,28,2,1
572,37,-1,106,-3,36,-5,69,69,0,1
573,41,0,83,0,42,10,41,41,0,1
574,37,0,98,0,30,-13,61,67,6,1
575,39,-3,78,6,38,0,39,39,0,1
576,37,-2,75,0,36,-13,37,39,2,1
577,37,0,77,0,-24,-3,41,103,62,1
578,55,0,83,0,-30,-2,27,114,86,4
579,43,0,81,0,42,-4,38,40,2,1
580,49,3,102,0,50,2,53,53,0,1
581,38,-3,77,6,38,0,39,38,0,1
582,45,0,76,-1,44,-6,31,32,2,1
583,37,-5,77,0,36,1,40,41,0,1
584,46,2,83,0,46,10,37,37,0,1
585,37,0,95,0,16,-7,58,79,22,1
586,37,0,83,1,-2,0,46,85,40,1
587,59,0,86,0,56,-5,27,29,2,1
588,37,0,83,0,16,-24,47,68,22,1
589,45,-1,79,0,46,9,34,33,0,1
590,45,-1,88,0,44,-16,42,44,2,1
591,55,2,72,-13,0,1,17,72,56,4
592,38,0,107,0,38,5,69,68,0,1
593,45,-4,79,0,44,-15,33,35,2,1
594,44,-3,77,0,44,17,33,33,0,1
595,81,0,84,0,-22,-13,4,108,104,5
596,37,0,81,-1,36,0,44,45,0,1
597,48,0,82,-1,46,-2,34,35,2,1
598,41,0,80,2,42,0,39,39,0,1
599,41,-4,77,0,42,0,36,36,0,1
600,47,3,86,2,46,0,40,40,0,1
601,37,0,78,0,18,-5,41,60,18,1
602,41,0,79,4,42,5,38,38,0,1
603,42,2,86,1,42,0,44,45,2,1
604,62,0,109,2,60,0,47,49,2,1
605,49,0,85,0,50,8,36,36,0,1
606,64,1,113,3,62,0,49,51,2,1
607,37,0,77,4,8,0,41,70,28,1
608,37,0,77,-2,8,0,40,69,28,1
609,48,0,84,8,46,0,36,37,2,1
610,45,0,85,1,46,18,40,39,0,1
